Name,Region,Tier,Type,Base Item,Location,Armor,Agility,Shielding,Poise,Inure,Steadfast,Ethereal,Reflexes ,Evasion,Tempo ,Adaptability,Melee Prot.,Projectile Prot.,Magic Prot.,Blast Prot.,Fire Prot.,Feather Falling,Max Health,Max Health %,Regen,Life Drain,Sustenance,Anemia,Speed,Speed %,Adrenaline,Crippling,Attack Damage,Attack Damage %,Attack Speed,Attack Speed %,Magic Damage,Magic Damage %,Proj Damage,Proj Speed,Knockback Res.,Thorns,Base Spell Power,Base Attack Damage,Base Attack Speed,Base Proj Damage,Base Proj Speed,Base Throw Rate,Unbreaking,Mending,Unbreakable,Irreparability,Smite,Slayer,Duelist,Fire Aspect,Ice Aspect,Thunder Aspect,Knockback,Sweeping Edge,Decay,Hex Eater,Bleeding,Chaotic,Quake,Looting,Sniper,Point Blank,Flame,Frost,Spark,Punch,Infinity (bow),Quick Charge,Piercing,Multishot,Recoil,Efficiency,Sapper,Eruption,Multitool,Fortune,Silk Touch,Lure,Infinity (tool),Shrapnel,Abyssal,Gills,Respiration,Aqua Affinity,Depth Strider,Riptide,Inferno,Second Wind,Regicide,Aptitude,Retrieval,Intuition,Radiant,Darksight,Weightless,Triage,Soul Speed,Void Tether,Resurrection,Ineptitude,Vanishing,Two Handed,Corruption,Arcane Thrust,Rage of the Keter,Protection of the Depths,Persistent,Ashes of Eternity,Tier,Location,Health,Speed,Attack Damage,Attack Speed,Magic Damage,Tier,Location
Feintest Footsteps,Valley,Artifact,Boots,Leather Boots,Corridors,3.5,,,,,,,,,,,1,,3,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,15%,,,,12,14
Firestorm Robe,Valley,Artifact,Leggings,Leather Leggings,Corridors,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,10%,,,12,14
Frostbite Scythe,Valley,Artifact,Scythe,Stone Hoe,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,4,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Ghoulskin Shroud,Valley,Artifact,Chestplate,Leather Chestplate,Corridors,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,20,,,,,12,14
Heatwave,Valley,Artifact,Crossbow,Crossbow,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Hellborn Crown,Valley,Artifact,Helmet,Chainmail Helmet,Corridors,3,,,,,,,,,,,,,,,2,,,,,,,,,5%,,,1,10%,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,5%,17%,,,12,14
Imperial Boots,Valley,Artifact,Boots,Golden Boots,Corridors,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,10%,12,14
Lunatic's Respite,Valley,Artifact,Axe,Stone Axe,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,4,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Mistleaf Vambrace,Valley,Artifact,Offhand,Spruce Leaves,Corridors,,2,,,,,,,,,,,,1,,,,,,,,,,,10%,,,,,,,,,12%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,10%,,,,12,14
Petrified Runeplate,Valley,Artifact,Chestplate,Leather Chestplate,Corridors,4.5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,12%,,,,,5%,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,12%,,,12,14
Phoenix Spellblade,Valley,Artifact,Wand,Golden Sword,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,6.5,1.6,,,,2,1,,,,,,5,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Plunderer's Charm,Valley,Artifact,Offhand,Rabbit Foot,Corridors,,2,,,,,,,,,,2,2,,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,15%,,,,12,14
Quetzalcoatl's Fury,Valley,Artifact,Bow,Bow,Corridors,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Robes of the Core,Valley,Artifact,Leggings,Leather Leggings,Corridors,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,15%,,,12,14
Rosethorn Blade,Valley,Artifact,Sword,Stone Sword,Corridors,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6.5,1.6,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Shimmering Wave,Valley,Artifact,Pickaxe,Golden Pickaxe,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,,2,1.2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,7%,,,,12,14
Silversilk Visage,Valley,Artifact,Helmet,Leather Helmet,Corridors,,4.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Slicing Wind,Valley,Artifact,Sword,Wooden Sword,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,5,1.6,,,,2,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,10%,,,,12,14
Smouldering Flame,Valley,Artifact,Sword,Golden Sword,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.6,,,,10,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Snowstorm Quiver,Valley,Artifact,Offhand,Stick,Corridors,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Soul of Conflagration,Valley,Artifact,Offhand,Blaze Powder,Corridors,,,,,,,,,,,,,,,,2,,,,,,,,,15%,,,2,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,15%,13%,,5%,12,14
Soulspoiler's Bulwark,Valley,Artifact,Offhand Shield,Shield,Corridors,0.5,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,10,,,,,12,14
Steelscale Leggings,Valley,Artifact,Leggings,Chainmail Leggings,Corridors,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Sulfuric Robes,Valley,Artifact,Leggings,Leather Leggings,Corridors,3,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Vermin's End,Valley,Artifact,Sword,Stone Sword,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,12,14
Warded Vestment,Valley,Artifact,Chestplate,Leather Chestplate,Corridors,,2,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,10%,12,14
Whispers of the Blizzard,Valley,Artifact,Offhand Shield,Shield,Corridors,3,,,,,,,,,,,,,,,,,,,,,,,,-10%,,,,15%,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,-10%,15%,,,12,14
Willowtwist Memory,Valley,Artifact,Wand,Jungle Sapling,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,,,,,,,,,,35%,2.5,4,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,7%,,,,12,14
Xanatull's Skystorm,Valley,Artifact,Bow,Bow,Corridors,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,14,1,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,10%,,,,12,14
Yurei,Valley,Artifact,Offhand Sword,Stone Sword,Corridors,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,15,,,15%,,12,14
Kaul's Warden,Valley,Epic,Chestplate,Golden Chestplate,Reverie,6.5,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,13,13,,,,,,13,13
C'Axtal's Decayed Mask,Valley,Artifact,Helmet,Player Head,Reverie,,,,,,,,,,,,,6,,,,,2,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,10,,15%,,,12,13
Corrupted Geomantic Dagger,Valley,Artifact,Sword,Golden Sword,Reverie,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.6,,,,30,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,,12,13
Corrupted Jeweled Tiara,Valley,Artifact,Helmet,Golden Helmet,Reverie,3,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,30,,,,,12,13
Corrupted Monk's Robe,Valley,Artifact,Chestplate,Leather Chestplate,Reverie,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,12,13,10,,,,,12,13
Corrupted Morphic Shield,Valley,Artifact,Offhand Shield,Shield,Reverie,,4,,,,,,,,,,,,,,,,,,,,,,,15%,,,,10%,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,15%,10%,,,12,13
Corrupted Scalawag's Hatchet,Valley,Artifact,Axe,Stone Axe,Reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.8,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,,12,13
Corrupted Siershen's Caster,Valley,Artifact,Wand,Stick,Reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,45%,4.5,4,,,,,,,,,,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,,12,13
Corrupted Steelsiege,Valley,Artifact,Bow,Bow,Reverie,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,,12,13
Corrupted Tyrolean Boots,Valley,Artifact,Boots,Leather Boots,Reverie,,3,,,,,,,,,,,2,,,,3,,,,,,,,10%,,,,,,,,,10%,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,10%,,,,12,13
Corrupted Watcher's Sword,Valley,Artifact,Sword,Stone Sword,Reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,5,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,,12,13
Corrupted Water Robe,Valley,Artifact,Leggings,Leather Leggings,Reverie,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,5%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,13,,,,,9%,12,13
Etke of C'Axtal,Valley,Uncommon,Offhand Shield,Shield,Reverie,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,7,13
Eyes of C'Axtal,Valley,Uncommon,Helmet,Chainmail Helmet,Reverie,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,10,,,,,7,13
Folly of C'Axtal,Valley,Uncommon,Leggings,Chainmail Leggings,Reverie,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,10,,,,,7,13
Heart of C'Axtal,Valley,Uncommon,Chestplate,Chainmail Chestplate,Reverie,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,10,,,,,7,13
Infernal Boots,Valley,Uncommon,Boots,Leather Boots,Reverie,,3.5,,,,,,,,,,,,,2,2,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,5%,,,7,13
Infernal Cap,Valley,Uncommon,Helmet,Leather Helmet,Reverie,,3.5,,,,,,,,,,,,,2,2,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,5%,,,7,13
Infernal Pants,Valley,Uncommon,Leggings,Leather Leggings,Reverie,,3.5,,,,,,,,,,,,,2,2,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,5%,,,7,13
Infernal Tunic,Valley,Uncommon,Chestplate,Leather Chestplate,Reverie,,3.5,,,,,,,,,,,,,2,2,,,,,,,,,,,,,5%,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,5%,,,7,13
Ixchtek of C'Axtal,Valley,Uncommon,Offhand,Totem of Undying,Reverie,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,10,,,,,7,13
Meat Shield,Valley,Uncommon,Offhand Shield,Shield,Reverie,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,7,13
Peaceful Slumber,Valley,Uncommon,Helmet,Player Head,Reverie,,,,,,,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,7,13
Strength of C'Axtal,Valley,Uncommon,Boots,Chainmail Boots,Reverie,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,10,,,,,7,13
Tkaa of C'Axtal,Valley,Uncommon,Axe,Stone Axe,Reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,7,13
Coldsteel Blunt,Valley,Artifact,Scythe,Iron Hoe,Lowtide Smugler,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Fading Wispblade,Valley,Artifact,Sword,Wooden Sword,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6,,,,5,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Fire Tempest,Valley,Artifact,Wand,Blaze Rod,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35%,3,4,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Lustrous Edge,Valley,Artifact,Sword,Stone Sword,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.6,,,,3,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Salubrious Chisel,Valley,Artifact,Pickaxe,Stone Pickaxe,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Squid Hunter,Valley,Artifact,Trident,Trident,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.8,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Thawed Frozen Mallet,Valley,Artifact,Axe,Iron Axe,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,0.9,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Worn Viridian Hunter,Valley,Artifact,Bow,Bow,Lowtide Smugler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,12,12
Clearcut,Valley,Artifact,Axe,Golden Axe,Sanctum,,,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,7,1,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,15%,,,,12,11
Heart of the Pyre,Valley,Artifact,Mainhand,Flint and Steel,Sanctum,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,,,12,11
Jungle's Vengaence,Valley,Artifact,Offhand Sword,Stone Sword,Sanctum,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,20%,0.1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,23%,8%,,12,11
Lodestar Boots,Valley,Artifact,Boots,Leather Boots,Sanctum,4,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,20%,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,20%,,12,11
Visage of the Lost,Valley,Artifact,Helmet,Leather Helmet,Sanctum,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,12%,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,,,12,11
Warforged Crossbow,Valley,Artifact,Crossbow,Crossbow,Sanctum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,,,12,11
Tlaxan Priest Boots,Valley,Uncommon,Boots,Leather Boots,Sanctum,,1.5,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,10,,,,,7,11
Tlaxan Priest Cap,Valley,Uncommon,Helmet,Leather Helmet,Sanctum,,1.5,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,10,,,,,7,11
Tlaxan Priest Robe (chestplate),Valley,Uncommon,Chestplate,Leather Chestplate,Sanctum,,1.5,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,10,,,,,7,11
Tlaxan Priest Robe (leggings),Valley,Uncommon,Leggings,Leather Leggings,Sanctum,,1.5,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,10,,,,,7,11
Loadout Lockbox,Valley,Artifact,Misc,Light Gray Shulker Box,Willows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,,,,,,12,10
Eternal Bloom,Valley,Rare,Offhand,Pink Tulip,Willows,2.5,2.5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,10,,,,,11,10
Mask of Myths,Valley,Rare,Helmet,Chainmail Helmet,Willows,4,,,,,,,,,,,,1,,,,1,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,15%,,,,11,10
Shimmering Veil,Valley,Rare,Offhand Shield,Shield,Willows,,3.5,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,10%,,,,11,10
Sickle of the Maker,Valley,Rare,Scythe,Stone Hoe,Willows,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5.5,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,,,,,11,10
Stoneborn Sculptor,Valley,Rare,Pickaxe,Stone Pickaxe,Willows,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,3,,,3,1.2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,,,,,,11,10
